url,query,transcript,polarity,subjectivity,begin_emotion,middle_emotion,end_emotion,people_mentioned,orgs_mentioned,locations_mentioned,events_mentioned,products_mentioned
https://www.youtube.com/shorts/apNm0EW5KHc,funny Shorts,what's yellow and can't swim some sort of a bus full of children oh no oh my god always a nice one no Jayla I'm swear what did Michael Jackson said to the Jewish girl what ain't no you're okay okay Annie are you okay ignorant like and like like the girl in the book hey mom why are priest terrible at racing at racing yeah I I don't know because they always come in a little behind oh my god god right hey mom I've never heard of the show Naked and Afraid yeah yeah sure reminds me of a lot of playing hide-and-seek my uncle say mama what's a game that a white person always beats a black person hang me,0.02832633053221289,0.5181139122315593,surprise,surprise,fear,"['Michael Jackson', 'Annie']",[],[],[],[]
https://www.youtube.com/shorts/6pr71BzMzMw,funny Shorts,Haha! Omeglechop!,0.3125,0.3,neutral,neutral,joy,[],[],[],[],[]
https://www.youtube.com/shorts/jjary-9tnlo,funny Shorts,"Hey Caleb what's up? Hey what's up? Snail, Turkey, Thanksgiving, Dinner, Sandwich, Snowman, Disney, Epcot, Bull Ride, Batman, Rhino Look at me! Come on baby! Come on! Ballerina Cappuccino! Do you like to cosplay? Because I love to cosplay! Hey you! You have to be nice to me! I'm just a small bean! Oh my god! Wait! Let this happen! Oh my god! Please be careful!",0.16082763671875,0.75,joy,joy,surprise,"['Snowman', 'Rhino Look', 'Ballerina Cappuccino']","['Dinner', 'Disney']","['Snail', 'Turkey', 'Sandwich']",[],[]
https://www.youtube.com/shorts/X_Sb47fxIe8,funny Shorts,"Guess the artist from their baby picture. Oh, it's not. Ice Spice! ♪ Please stay down, I'm good enough Got in my bed a little ♪ ♪ Think about shit that I said enough ♪ I'm wearing to be in Nickelodeon stars, Ariana Granade. You didn't sound anything like me. Tori believed it was you. You didn't get my laugh right. Yeah, I did. You go... Ah-ha-ha-ha-ha-ha-ha! I don't laugh like that. Puppies wearing sunglasses. Ah-ha-ha-ha-ha-ha-ha! Like all of a sudden I'd be trying to prove that I'm not crazy when I knew I wasn't crazy. Right. Um... Brrr! I had the dates wrong. All this time. Danny, come on out. He's... Ah-ha-ha-ha-ha-ha! Ah-ha-ha-ha-ha-ha! Ah-ha-ha-ha-ha-ha! Ah-ha-ha-ha-ha-ha! Ah-ha-ha-ha-ha-ha!",0.04308201058201059,0.5373544973544974,neutral,surprise,surprise,"['Ariana Granade', 'Danny']",[],['Nickelodeon'],[],[]
https://www.youtube.com/shorts/NnoKEDvN5zE,funny Shorts,To be continued….,0.0,0.0,neutral,neutral,neutral,[],[],[],[],[]
https://www.youtube.com/shorts/MrmFlBX3JU8,funny Shorts,"Get it grandma. Go baby. Go grandma. Do those ab crunches. Don't play with hungry grandma. Order the damn food. What food do you want? I told you the Chinese food that is the vegetables with the lo mein, lo mein, john lo mein. She didn't see that coming. True gangster. Run granny, run, run, run, run, run, run, run, run. Really good singing actually.",0.26249999999999996,0.3375,anger,neutral,neutral,"['lo mein', 'john lo mein']",[],[],[],[]
https://www.youtube.com/shorts/cjE7XdBB2fc,viral Shorts,,0,0,,,,[],[],[],[],[]
https://www.youtube.com/shorts/z4OC3pYuOUw,funny Shorts,"All right, the humans have left the room, so I'm just gonna squeeze in the bowl here. And when they drop in the new goldfish, old Ginger Snap will be waiting. What if they bring back a snapping turtle?",0.1044155844155844,0.23805194805194801,neutral,neutral,neutral,['Ginger Snap'],[],[],[],[]
https://www.youtube.com/shorts/P2fnXovqm0A,funny Shorts,"Boo boo boo boo Babe I got your date Patty It comes to one-year-old Tariq you are the father If you feel an earthquake, it's us",0.0,0.0,joy,surprise,fear,"['Patty', 'Tariq']",[],[],[],[]
https://www.youtube.com/shorts/qj_fqQDlboQ,random Shorts,"I'm Australian, and I'm American, and today we're gonna compare how we say words. A boot. Trunk. That's so weird. Thongs. Flip-flops. What kind of flip-flops am I wearing? Thong. G-string. Candy. Lullies. Well, there's like a specific type of candy. No, it's not. Lullies is like all lullies. Really? Yeah. A liquor store. A bottler. A bottler? Eraser. Rubber. Singlet. A tank top. A dummy. Pacifier. Oh. Cut. Crib. It's like, kind of similar. Yeah, I can see it. Blinker. A signal. It's a truck. It's a ute. A napkin. A soviet. What? A sidewalk. A footpath. It's a path for your feet.",0.15555555555555556,0.44722222222222224,disgust,neutral,neutral,[],['Thong'],[],[],[]
