url,query,transcript,polarity,subjectivity,begin_emotion,middle_emotion,end_emotion,people_mentioned,orgs_mentioned,locations_mentioned,events_mentioned,products_mentioned
https://www.youtube.com/shorts/apNm0EW5KHc,funny Shorts,"What's yellow and can't swim? Some sort of duck. A bus full of children. Oh no! That's horrible! Oh my god! Mom, what did Michael Jackson say to the Jewish girl? What? Ain't all right, okay? Are you okay? Annie, are you okay? You ignorant, like the girl in the booth. Hey mom, why are priests terrible at racing? At racing? Yeah. I don't know. Because they always come in a little behind. Oh my god! God, Brian! Hey mom, have you ever heard of the show Naked and Afraid? Yes. Yeah, that show reminds me of a lot of playing hide and seek with my uncle. Say mama, what's a game that a white person always beats a black person in? Hangman.",-0.10974702380952382,0.49494047619047626,disgust,surprise,fear,"['Michael Jackson', 'Annie', 'Brian', 'Hangman']",[],[],[],[]
https://www.youtube.com/shorts/W1FXk632mKE,funny Shorts,"He Hari Ram, Krishna Jagannath.",0.0,0.0,neutral,neutral,neutral,['Krishna Jagannath'],[],[],[],[]
https://www.youtube.com/shorts/X_Sb47fxIe8,funny Shorts,"Guess the artist from their baby picture. I spice. We're interviewing Nickelodeon stars, Ariana Grande. You didn't sound anything like me. Tori believed it was you. He didn't get my laugh right. Yeah, I did. You go. I don't laugh like that. Puppies wearing sunglasses. Like all of a sudden I'd be trying to prove that I'm not crazy when I knew I wasn't crazy. I had the dates wrong all this time. Danny, come on out.",0.06071428571428571,0.5419642857142857,neutral,surprise,anger,['Danny'],"['Nickelodeon', 'Ariana Grande']",[],[],[]
https://www.youtube.com/shorts/kKr3dczgIGk,funny Shorts,"बेटा क्या लेगी? चक्री दे दो भाया. चक्री निकाल दो भाया. भाई, तू तो ये थटी शॉट ले ले. हाँ भाई, ये ले लेते. वापट रख उसको. बेटा और क्या चीज़ तरको? पापा, सबसे बड़ी वाली फुलज़ड़ी भी चीज़ है. भाया, सबसे बड़ी वाली फुलज़ड़ी निकालो. भाई, तू ये बड़े वाला शॉट ले ले. हाँ, ये पापा ये ले लेते. क्या ले लेते? वापट रख. हाँ बेटा और क्या चीज़ है? पापा, अनार चीज़ है बड़ा वाला. अनार निकालो जो बड़ा वाला. भाई, ये नाक की गोली ले ले. हाँ, ये नाक की गोली ले ले पापा. एक नाक बोहत है मेरे घर में, तू और नहीं चीज़ है. रख! अबे भाई, ऐसे तो मेरा बाप मेरे को कुछ भी नहीं दिलाएगा. रुख जा मैं कुछ करता हूँ. वो तुम्हारा सात वाला बंकी बोरी लेके भाग गया. इरे दोस्ता है ना वो, जा लेके आ उसको. कम से कम 20,000 के पटाके लेके गया है वो. अगर वापस नहीं आ तो पैसे तुमको ही देना है.",0.0,0.0,neutral,neutral,neutral,"['चक्री दे दो भाया', 'चक्री निकाल', 'भाई', 'हाँ भाई', 'भाया', 'भाई', 'हाँ', 'भाई', 'हाँ', 'रुख जा मैं कुछ', 'ना वो']","['बड़ी', 'फुलज़ड़ी', 'बड़ी', 'फुलज़ड़ी']","['वो', 'वो']",[],['सात']
https://www.youtube.com/shorts/qj_fqQDlboQ,random Shorts,"I'm Australian, and I'm American, and today we're going to compare how we say words. A boot. Trunk. That's so weird. Thongs. Flip-flops. What kind of flip-flops are you wearing? Thong. G-string. Candy. Lollies. Well, that's like a specific type of candy. No, it's not. Lollies is like all lollies, yeah. A liquor store. A bottler. A bottler? Eraser. Rubber. Singlet. A tank top. A dummy. Pacifier. Oh. Cot. Crib. That's kind of similar. Yeah, I can see it. Blinker. A signal. It's a truck. It's a ute. A napkin. A serviette. A sidewalk. A footpath. It's a path for your feet.",0.15,0.47812499999999997,disgust,neutral,neutral,[],['Thong'],"['Lollies', 'Lollies']",[],[]
https://www.youtube.com/shorts/GfEkUfpK0mU,funny Shorts,Leave your big brother alone.,0.0,0.1,neutral,neutral,sadness,[],[],[],[],[]
https://www.youtube.com/shorts/P2fnXovqm0A,funny Shorts,"Patty? Yeah. It comes to one-year-old Tariq. You are the father. If you're feeling an earthquake, it's us.",0.0,0.0,neutral,neutral,fear,"['Patty', 'Tariq']",[],[],[],[]
https://www.youtube.com/shorts/gpLET-NBHng,funny Shorts,"पपपटा के, तिल्लू तुवीये क्लास के अंदर फूडेगा। और नहीं तो क्या, देख अभी पूरी क्लास को कैसे दधाता हूँ। अगर तिल्लू, जा हात मोधोले। नहीं मम्मी, अब ये हात कभी नहीं धुलेगा, वन्ना ठिम्मी की कुछबू मुझ्टे दूल चली जाएगी। तिल्लू, दिवाली में पूरी घर के सफाई हो रही है, जा मेरा स्कूटर दोले। थीके पापा, इस हात को बिगो नहीं सकता। तिल्लू, खाना खाकर तो हात धोना पड़ेगा। हाँ तो, मैं बाया अच्छे खाना खालूंगा। अच्छा है, जिस हात से चट्टी साफ करता है, वो हाथ से खाना खा। दिमाग भी चट्टी जैसा बन जाएगा।",0.0,0.0,neutral,neutral,neutral,"['तिल्लू तुवीये', 'तिल्लू', 'जा हात मोधोले', 'नहीं मम्मी', 'तिल्लू', 'जा मेरा स्कूटर दोले', 'हाँ', 'अच्छा है', 'वो हाथ से खाना खा']","['तो', 'पूरी']",[],[],[]
https://www.youtube.com/shorts/MrmFlBX3JU8,funny Shorts,Go grandma. Do those ab crunches.,0.0,0.0,neutral,neutral,sadness,[],[],[],[],[]
https://www.youtube.com/shorts/fwdHxCFX3LA,funny Shorts,Get out of there.,0.0,0.0,neutral,sadness,neutral,[],[],[],[],[]
